,Entity,mortality_rate,agriculture_land,hapiness_rate,literacy_rate,maternal_mortality,life_expectancy,birth_rate,terrorist_incidents,health_expenses,inflation_rate,basic_sanitation,gdp,population_density
187,Turkmenistan,5.329499816894533,72.0064690485817,5.791460037,99.692932,42.0,67.704002,26.01,0.0,6.2979362000000005,,96.5670733566715,35799714285.7143,11.8427936075586
188,Uganda,8.690899658203126,71.8880909634949,4.237686634,73.809837,343.0,59.575001,42.631,10.0,6.33395034,5.58968606251726,19.150954594102103,27102650386.6012,200.20382006782398
189,Ukraine,0.92189998626709,71.65323067893449,3.9645428660000004,99.764107,24.0,71.76799799999999,10.7,637.0,6.9562258,48.6998646434423,95.93784236296379,91030959454.6961,77.9477304820072
190,United Arab Emirates,0.6686999797821045,5.46043350877174,6.568397522000001,92.986366,6.0,77.100998,9.885,0.0,3.58545347,4.06996608361598,99.97720052304831,358135057862.492,109.50122009569401
191,United Kingdom,0.4586999893188477,70.83867234323979,6.515445232,,9.0,81.405998,11.9,114.0,9.79273451,0.368046842325369,99.11270946840521,2896420586534.4,269.205394122267
192,United States,0.6527999877929689,44.369067999501496,6.863946915,,14.0,79.244003,12.4,38.0,16.81565916,0.118627135552435,99.9695508558175,18219297000000.0,35.0962171847362
194,Uruguay,1.4121999740600593,82.5597052301165,6.628080367999999,98.442101,15.0,77.341003,14.142000000000001,0.0,9.00828933,8.66626987079337,95.6749108950545,53274304222.135994,19.606627813964103
195,Uzbekistan,3.3756000518798834,62.9290079924777,5.972364426,99.995193,36.0,71.192001,23.5,1.0,6.0955821,,100.0,66903804142.5395,73.575223319229
196,Vanuatu,2.6867000579833977,15.340442986054098,,85.058678,78.0,71.925003,26.173000000000002,0.0,4.15322859,2.48326875660446,53.468285543140404,737917151.424178,21.706562756357698
197,Venezuela,1.495199966430664,24.488407686639103,5.568800448999999,95.39924599999999,95.0,74.366997,19.325,3.0,5.12893425,121.738085297504,94.9343895728997,,35.3212788390681
198,Vietnam,2.2466999053955083,39.2556519495598,5.076315403,94.514267,54.0,76.052002,16.923,0.0,5.65262114,0.8786037141744759,78.2374478111703,193241108709.536,301.775621633825
201,Yemen,5.862300109863281,44.597230903271,2.982673883,69.961952,385.0,64.74299599999999,32.224000000000004,664.0,5.60372913,,59.68267989473679,45593573381.2648,50.9805613955338
202,Zambia,7.287300109863281,32.063923378038396,4.843164444,85.117264,224.0,61.396999,38.441,0.0,4.43510226,10.1105928909618,31.111809882101397,21154394545.895,21.658331427649003
203,Zimbabwe,6.179700088500978,41.8766963939511,3.70319128,86.873482,443.0,60.397999,33.937,0.0,9.25619679,-2.4094999877713903,38.588618819863896,19963120600.0,40.7844151479902
